CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Scored Labels,Scored Probabilities,scoring_id,scoring_timestamp
no_checking,4,outstanding_credit,car_new,2443,less_100,greater_7,4,male,none,3,real_estate,48,stores,rent,1,skilled,1,none,yes,No Risk,0.72|0.28,6fd767e7-b12b-4b7f-bce8-c156b25b5490,04/11/20 7:38
0_to_200,15,prior_payments_delayed,car_used,10599,less_100,less_1,3,male,none,2,savings_insurance_random,20,stores,own,2,skilled,1,yes,yes,No Risk,0.72|0.28,990bb181-ffd6-451d-87f5-2cae17b7f8c1,04/11/20 7:38
less_0,33,credits_paid_to_date,radio_tv,5875,greater_1000,4_to_7,2,male,none,2,car_other,19,none,free,1,skilled,1,yes,yes,No Risk,0.64|0.36,60c73736-0c1f-43fe-9dcc-9ee891547744,04/11/20 7:38
less_0,21,prior_payments_delayed,furniture,10336,less_100,greater_7,4,female,co-applicant,4,car_other,42,stores,free,1,skilled,1,none,yes,No Risk,0.51|0.49,83d9d8ba-232b-49ee-9c66-ee791c5e2cff,04/11/20 7:38
less_0,28,credits_paid_to_date,furniture,7702,less_100,1_to_4,4,male,none,2,real_estate,43,stores,own,2,skilled,1,none,yes,No Risk,0.85|0.15,581b0690-c99f-41aa-be70-61bfba2adbfb,04/11/20 7:38
no_checking,11,outstanding_credit,car_used,4251,100_to_500,4_to_7,3,female,none,2,unknown,37,none,own,1,management_self-employed,1,none,yes,No Risk,0.57|0.43,bb0bd0e4-7ed3-4420-8303-39961fa2ade8,04/11/20 7:38
no_checking,21,credits_paid_to_date,repairs,2844,100_to_500,1_to_4,2,male,none,4,savings_insurance,19,none,own,1,unemployed,1,none,yes,No Risk,0.57|0.43,6b061f1b-153d-4b40-ac1d-715e76d00c2f,04/11/20 7:38
0_to_200,17,all_credits_paid_back,radio_tv,3109,500_to_1000,less_1,2,male,none,3,real_estate,27,none,own,1,unskilled,2,yes,yes,No Risk,0.86|0.14,b515ead5-c769-44e3-b0aa-9a23a7e0bc58,04/11/20 7:38
greater_200,23,credits_paid_to_date,car_used,3542,100_to_500,1_to_4,4,male,none,2,car_other,34,none,own,2,management_self-employed,2,none,yes,Risk,0.48|0.52,19834366-7ac5-4ede-8262-e3651a9587e1,04/11/20 7:38
no_checking,29,credits_paid_to_date,car_new,4608,less_100,unemployed,3,male,none,2,real_estate,22,none,free,1,skilled,2,none,yes,No Risk,0.69|0.31,8bb64a7d-2871-4900-85f5-563de9a72805,04/11/20 7:38
no_checking,29,prior_payments_delayed,furniture,333,greater_1000,1_to_4,4,male,none,5,car_other,28,none,free,2,skilled,1,none,yes,No Risk,0.59|0.41,a3229642-bc6a-412c-8643-693d8941eb20,04/11/20 7:38
0_to_200,4,prior_payments_delayed,car_used,676,less_100,4_to_7,2,male,none,2,savings_insurance,24,none,free,1,unskilled,1,yes,yes,No Risk,0.82|0.18,a4b91a24-348c-4fc7-808a-3d160e672e1e,04/11/20 7:38
0_to_200,49,credits_paid_to_date,car_new,5205,greater_1000,1_to_4,2,male,none,1,savings_insurance,23,none,rent,1,management_self-employed,1,none,yes,No Risk,0.68|0.32,53f9c1d0-da3d-42bd-8d4b-319dd4719ccf,04/11/20 7:38
no_checking,27,credits_paid_to_date,vacation,5673,less_100,4_to_7,3,male,none,2,savings_insurance,32,stores,free,1,skilled,1,none,yes,No Risk,0.7|0.3,226e47a3-2879-41b3-9822-b9c498a80c03,04/11/20 7:38
greater_200,24,credits_paid_to_date,radio_tv,9302,100_to_500,1_to_4,3,male,none,3,savings_insurance,40,none,rent,1,skilled,1,yes,yes,No Risk,0.58|0.42,9e91bd9c-9f25-4cb2-90c3-96391fe05646,04/11/20 7:38
0_to_200,4,outstanding_credit,car_used,6865,500_to_1000,greater_7,3,male,none,2,savings_insurance,49,none,own,2,skilled,1,none,yes,No Risk,0.67|0.33,7c65f5bf-b01a-4b36-876f-dc48158cbfc2,04/11/20 7:38
no_checking,14,prior_payments_delayed,car_used,2354,500_to_1000,unemployed,2,male,co-applicant,3,savings_insurance,28,none,own,2,management_self-employed,1,yes,yes,No Risk,0.67|0.33,076d65e9-98ae-472b-abfa-1649a60ab649,04/11/20 7:38
no_checking,4,prior_payments_delayed,radio_tv,1141,greater_1000,4_to_7,2,male,co-applicant,1,savings_insurance,38,none,free,1,unskilled,1,none,yes,No Risk,0.65|0.35,a581394b-8ab7-4619-aad9-ed4ca9f0a5a7,04/11/20 7:38
no_checking,24,credits_paid_to_date,car_used,1647,unknown,greater_7,2,male,none,3,car_other,46,stores,own_random,1,skilled,1,none,yes,No Risk,0.6|0.4,80baf180-a56b-4a0f-bdf6-97e5bfdffe2b,04/11/20 7:38
greater_200,32,credits_paid_to_date,car_new,662,less_100,1_to_4,4,female,co-applicant,1,savings_insurance,43,stores,rent,2,skilled,1,none,yes,No Risk,0.65|0.35,b56184aa-f796-40c5-af1a-f8e91a0c6b5f,04/11/20 7:38
less_0,14,outstanding_credit,repairs,504,less_100,4_to_7,3,male,none,2,real_estate,34,stores,own,2,skilled,1,none,yes,No Risk,0.84|0.16,bab4967b-de88-47dd-9af6-c3790575c77e,04/11/20 7:38
no_checking,16,credits_paid_to_date,repairs,6860,100_to_500,4_to_7,3,male,none,4,real_estate,41,none,own,2,skilled,2,yes,yes,No Risk,0.68|0.32,fa434429-cac7-4199-9aae-d3cd2c3ff921,04/11/20 7:38
no_checking,21,prior_payments_delayed,car_new,-36,greater_1000,1_to_4,3,female,none,3,unknown,42,none,rent,1,skilled,1,none,yes,No Risk,0.64|0.36,42e97212-9a58-4395-83ef-9eb1a5bd9924,04/11/20 7:38
less_0,17,credits_paid_to_date,vacation,9177,less_100,1_to_4,3,male,none,1,unknown,36,none,own,2,skilled,1,yes,yes,No Risk,0.71|0.29,dcc67092-245f-4071-8293-55c8ff59a599,04/11/20 7:38
no_checking,19,credits_paid_to_date,appliances,919,500_to_1000,greater_7,2,male,none,2,unknown,35,none,own,2,unemployed,1,yes,yes,No Risk,0.59|0.41,9abaf0e5-7106-4e55-92d0-c008fe4221f6,04/11/20 7:38
no_checking,26,outstanding_credit,car_new,3893,less_100,4_to_7,3,male,co-applicant,3,savings_insurance,30,none,own,2,management_self-employed,1,none,yes,No Risk,0.56|0.44,d7762c0b-6ddc-4546-bd93-1d7422423e77,04/11/20 7:38
no_checking,25,credits_paid_to_date,car_new,10400,less_100,4_to_7,3,male,co-applicant,1,car_other,21,none,own,1,skilled,1,yes,yes,Risk,0.44|0.56,7d6e54ad-5782-4aa3-b0cc-8a45dcc84f57,04/11/20 7:38
less_0,21,all_credits_paid_back,appliances,8762,500_to_1000,4_to_7,2,male,none,3,savings_insurance,47,stores,own,2,skilled,1,yes,yes,No Risk,0.63|0.37,c239c892-b52b-4fb1-b11d-49c6e7a0f921,04/11/20 7:38
greater_200,24,all_credits_paid_back,radio_tv,248,less_100,1_to_4,2,male,none,1,unknown,27,none,own_random,1,management_self-employed,1,yes,yes,No Risk,0.76|0.24,85e3a034-b4b7-40e2-bc7e-e702d32f4b94,04/11/20 7:38
0_to_200,12,outstanding_credit,car_new,7027,less_100,less_1,1,male,none,1,savings_insurance,24,none,own,1,skilled,1,yes,yes,No Risk,0.81|0.19,87631992-1fd3-4d71-8184-125279cfc379,04/11/20 7:38
0_to_200,24,outstanding_credit,furniture,6503,500_to_1000,1_to_4,2,male,none,1,savings_insurance,45,none,own,1,skilled,1,none,yes,No Risk,0.62|0.38,f628a379-2684-4d1f-9680-948aadaa981f,04/11/20 7:38
0_to_200,6,prior_payments_delayed,furniture,-261,less_100,1_to_4,3,female,none,4,savings_insurance,53,none,own,1,unskilled,1,none,yes,No Risk,0.82|0.18,5aa1fb20-1d5b-4081-9569-f5599799009f,04/11/20 7:38
0_to_200,32,outstanding_credit,car_new,5346,500_to_1000,greater_7,3,male,none,3,car_other,51,none,own,2,unskilled,1,yes,yes,No Risk,0.63|0.37,11e0aac9-cd99-4032-99ae-b15418ed5a8f,04/11/20 7:38
no_checking,18,prior_payments_delayed,retraining,10740,100_to_500,1_to_4,3,male,none,3,car_other,35,none,own,2,skilled,1,none,yes,No Risk,0.73|0.27,2cc0092d-27ff-453f-8e3f-5ce81858b5c8,04/11/20 7:38
no_checking,11,all_credits_paid_back,car_new,10989,500_to_1000,less_1,4,male,none,2,real_estate,32,bank,free,1,skilled,1,none,yes,No Risk,0.75|0.25,45bd3334-ae4d-4cff-b85b-2b1c4ac5b83f,04/11/20 7:38
no_checking,28,prior_payments_delayed,furniture,12802,500_to_1000,1_to_4,3,male,none,5,car_other,35,none,rent,2,skilled,2,none,yes,No Risk,0.57|0.43,3f93ce4e-7d06-488e-a647-6287ec3f565a,04/11/20 7:38
no_checking,11,all_credits_paid_back,car_new,8016,greater_1000,less_1,3,female,none,3,car_other,32,stores,rent,1,skilled,1,none,yes_random,No Risk,0.78|0.22,3560c454-e084-40e3-807c-b17b9f675cb8,04/11/20 7:38
less_0,31,credits_paid_to_date,car_used,35,less_100,1_to_4,3,male,guarantor,1,unknown,42,bank,own,1,skilled,2,yes,yes,No Risk,0.71|0.29,0ae46600-0d41-4e1f-ac59-42c695abf23b,04/11/20 7:38
less_0,29,all_credits_paid_back,other,1829,less_100,4_to_7,5,female,none,4,real_estate,40,none,rent,2,skilled,2,none,yes,No Risk,0.7|0.3,fb768bbc-ed5f-4b65-897c-0e1f21278805,04/11/20 7:38
0_to_200,21,all_credits_paid_back,car_used,1335,100_to_500,4_to_7,3,male,none,2,car_other,32,stores,own,2,skilled,1,none,yes,No Risk,0.78|0.22,55d6140a-198b-47d3-afbf-32aa307ab63b,04/11/20 7:38
less_0,8,credits_paid_to_date,radio_tv,3848,less_100,greater_7,2,male,co-applicant,4,savings_insurance,40,bank,own,2,skilled,1,none,yes,No Risk,0.64|0.36,80ea316f-8690-48c9-ba02-0cd87c31c373,04/11/20 7:38
less_0,4,credits_paid_to_date,radio_tv,2316,500_to_1000,1_to_4,3,female,co-applicant,5,real_estate,26,stores,own,2,skilled,1,yes,yes,No Risk,0.75|0.25,c69dad25-9e25-47a2-ae19-ca40baa7ff5a,04/11/20 7:38
0_to_200,23,prior_payments_delayed,car_new,11960,less_100,4_to_7,2,male,none,3,savings_insurance,36,none,rent,1,skilled,1,none,yes,No Risk,0.51|0.49,99613cc5-8ff9-4e26-90c7-bf1782178ce7,04/11/20 7:38
no_checking,14,credits_paid_to_date,car_new,7454,greater_1000,greater_7,3,male,none,2,car_other,32,stores,rent,2,skilled,1,yes,yes,No Risk,0.73|0.27,a2e2aeef-7fd3-42db-854e-f72654fb084d,04/11/20 7:38
no_checking,23,prior_payments_delayed,car_used,9865,less_100,less_1,1,male,none,5,savings_insurance,41,none,own,1,management_self-employed,1,none,yes,No Risk,0.68|0.32,7f098e17-be8c-4d55-9d1b-fa566186f155,04/11/20 7:38
no_checking,34,all_credits_paid_back,car_used,7196,unknown,greater_7,3,male,none,1,car_other,52,none,own,2,unskilled,1,yes,yes,Risk,0.47|0.53,a3b5e875-6fab-4c83-a814-d63ed81d92e7,04/11/20 7:38
no_checking,27,all_credits_paid_back,furniture,458,500_to_1000,4_to_7,3,male,none,3,real_estate,19,none,free,1,unemployed,1,yes,yes,No Risk,0.65|0.35,79e10d24-0ee1-4130-ac34-4faecdc95257,04/11/20 7:38
no_checking,4,outstanding_credit,business,11568,less_100,1_to_4,5,male,none,3,unknown,21,none,own,1,skilled,1,none,no,No Risk,0.68|0.32,37f50834-d003-464f-875f-f6509c2afb03,04/11/20 7:38
less_0,19,prior_payments_delayed,education,11232,500_to_1000,less_1,2,male,none,3,real_estate,29,none,own,2,skilled,1,yes,yes,No Risk,0.71|0.29,ad5d95b6-f8a6-4e39-a96a-d9dc1ae9177b,04/11/20 7:38
0_to_200,20,credits_paid_to_date,car_new,1426,less_100,greater_7,1,male,none,3,savings_insurance,31,none,own,2,skilled,1,yes,yes,No Risk,0.58|0.42,65fa796c-9bf5-4e2c-8348-8a135a2a80f7,04/11/20 7:38
less_0,46,prior_payments_delayed,business,2994,500_to_1000,greater_7,3,female,none,4,savings_insurance,19,stores,own,2,skilled,1,yes,no,Risk,0.43|0.57,7d052e56-5ff8-43ef-912e-9f94d6ecb0df,04/11/20 7:38
less_0,13,prior_payments_delayed,furniture,351,100_to_500,greater_7,5,male,none,3,car_other,19,none,own,1,management_self-employed,2,none,yes,No Risk,0.87|0.13,c534634c-7f93-415e-b9da-80aae21d7595,04/11/20 7:38
0_to_200,42,prior_payments_delayed,car_used,10107,less_100,greater_7,1,male,none,2,car_other,41,none,own,2,unskilled,2,yes,yes,No Risk,0.57|0.43,f5b457a9-58e2-47d5-bb7d-b9cb600224c7,04/11/20 7:38
no_checking,10,credits_paid_to_date,retraining,727,100_to_500,greater_7,2,male,none,4,real_estate,41,none,own,2,skilled,1,none,yes,No Risk,0.76|0.24,ccc7c6db-6144-4067-9141-887814b1f74e,04/11/20 7:38
no_checking,36,prior_payments_delayed,retraining,3409,less_100,greater_7,1,male,none,3,car_other,40,none,rent,1,skilled,2,none,yes,No Risk,0.63|0.37,255ab603-5676-4046-8209-dc04d93d7555,04/11/20 7:38
0_to_200,23,outstanding_credit,appliances,10910,less_100,less_1,3,male,none,1,unknown,47,none,own,2,skilled,1,none,yes,No Risk,0.67|0.33,519ca15c-490a-455d-8115-71e591f96196,04/11/20 7:38
no_checking,32,prior_payments_delayed,car_new,9515,less_100,4_to_7,2,male,none,5,car_other,46,none,own,2,management_self-employed,2,none,yes,No Risk,0.65|0.35,51590115-a64e-4cbd-baa4-32a9e88459e8,04/11/20 7:38
no_checking,9,prior_payments_delayed,car_new_random,2042,500_to_1000,greater_7,3,female,none,2,real_estate,40,none,own,2,skilled,1,none,yes,No Risk,0.61|0.39,737fca96-c3a8-4b9d-a539-8bc29ae9d7ef,04/11/20 7:38
no_checking,34,all_credits_paid_back,radio_tv,2334,less_100,1_to_4,3,female,none,5,savings_insurance,28,none,free,2,skilled,1,yes,yes,Risk,0.42|0.58,1827da63-e149-4f84-916c-cca9a9371ee5,04/11/20 7:38
0_to_200,8,prior_payments_delayed,furniture,2456,less_100,1_to_4,2,female,none,3,car_other,28,none,rent,1,skilled,1,none,yes,No Risk,0.68|0.32,a789826c-9205-4b21-972b-eb378a80e9ac,04/11/20 7:38
no_checking,44,outstanding_credit,furniture,10418,less_100,less_1,2,male,none,3,savings_insurance,38,none,own,2,unemployed,1,none,yes,No Risk,0.58|0.42,7db06d56-812e-476b-b76a-b478428e8cec,04/11/20 7:38
less_0,16,credits_paid_to_date,car_used,7906,500_to_1000,1_to_4,4,male,none,2,unknown,34,stores,own,2,unskilled,1,none,yes,No Risk,0.74|0.26,86b77b02-2c1d-4d7f-89ee-f900f0481f13,04/11/20 7:38
0_to_200,9,credits_paid_to_date,repairs,12226,less_100,1_to_4,4,male,none,1,real_estate,35,none,own,2,management_self-employed,1,none,yes,No Risk,0.8|0.2,328d5fd8-f459-4604-8cf6-e8fde45a7b80,04/11/20 7:38
no_checking,27,all_credits_paid_back,car_new,8232,100_to_500,1_to_4,1,male,none,5,savings_insurance,40,none,rent,2,management_self-employed,2,none,yes,No Risk,0.53|0.47,b4bb7bd9-eed5-489c-9ced-3043080e35d1,04/11/20 7:38
no_checking,45,prior_payments_delayed,business,1114,100_to_500,1_to_4,2,male,none,4,car_other,46,none,own_random,2,skilled,1,yes,yes,No Risk,0.59|0.41,0695bcfd-c3cd-49d0-918c-62d5feb37a7b,04/11/20 7:38
less_0,29,prior_payments_delayed,furniture,9742,greater_1000,less_1,2,male,co-applicant,5,real_estate,24,none,own,2,unskilled,1,none,yes,No Risk,0.61|0.39,ebdb176f-926c-4ddb-8088-c662c1dc1f6c,04/11/20 7:38
0_to_200,39,credits_paid_to_date,car_new,11628,500_to_1000,1_to_4,4,female,none,3,savings_insurance,45,none,own,2,skilled,1,yes,no,Risk,0.47|0.53,6ac75265-3006-4051-b46a-97a08d5e4d00,04/11/20 7:38
no_checking,31,outstanding_credit,furniture,12745,less_100,4_to_7,2,male,none,2,car_other,42,none,own,2,skilled,1,none,yes,No Risk,0.53|0.47,f6d28c1e-51a6-4e68-9c13-62de041d2368,04/11/20 7:38
less_0,19,credits_paid_to_date,furniture,7057,100_to_500,4_to_7,4,female,none,2,car_other,43,bank,own,2,skilled,2,none,yes,No Risk,0.76|0.24,696d6440-a890-4c1a-8366-3fe396a3815f,04/11/20 7:38
0_to_200,27,credits_paid_to_date,furniture,8955,500_to_1000,4_to_7,3,female,none,4,savings_insurance,45,stores,free,2,management_self-employed,1,yes,yes,Risk,0.45|0.55,47152a77-9938-4547-9adb-2e3dd8487c80,04/11/20 7:38
less_0,18,prior_payments_delayed,radio_tv,7152,500_to_1000,less_1,4,male,none,5,car_other,54,none,rent,3,skilled,1,yes,yes,No Risk,0.55|0.45,5dbae8cc-9876-436c-a6a0-ec55756bdd14,04/11/20 7:38
less_0,18,credits_paid_to_date,radio_tv,7837,unknown,4_to_7,3,female,none,3,real_estate,52,none,free,1,skilled,1,none,yes,No Risk,0.66|0.34,61b06c70-6c6d-49a4-b9b7-2501fc14ea55,04/11/20 7:38
0_to_200,27,prior_payments_delayed,appliances,-204,100_to_500,1_to_4,5,male,none,3,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,0.83|0.17,2650bade-0dee-4bb1-9db1-6ddc37e1a65e,04/11/20 7:38
0_to_200,27,prior_payments_delayed_random,furniture,3468,100_to_500,1_to_4,3,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,No Risk,0.74|0.26,f211ec88-4679-4e02-9a80-65d153ccee9a,04/11/20 7:38
no_checking,37,prior_payments_delayed,radio_tv,10102,500_to_1000,1_to_4,3,female,none,1,car_other,31,none,rent,1,skilled,1,none,yes,No Risk,0.6|0.4,4cabb27b-8bb1-4a63-9f20-17aab57722df,04/11/20 7:38
less_0,17,outstanding_credit,car_used,9207,500_to_1000,4_to_7,2,male,none,3,savings_insurance,57,none,own,1,skilled,1,none,yes,No Risk,0.58|0.42,1f4235cc-6b57-419c-b81d-872427aaa1ae,04/11/20 7:38
no_checking,4,prior_payments_delayed,vacation,4305,less_100,unemployed,5,female,none,5,unknown,35,none,own,1,management_self-employed,1,none,yes,No Risk,0.67|0.33,962ee065-425e-4859-897a-127349cc4953,04/11/20 7:38
0_to_200,26,prior_payments_delayed,appliances,1701,100_to_500,unemployed,4,male,none,1,real_estate,26,bank,own,3,skilled,1,yes,yes,No Risk,0.8|0.2,12bdf650-7fc7-4f5a-8588-e090d8d03f48,04/11/20 7:38
less_0,12,outstanding_credit,furniture,10883,500_to_1000,4_to_7,4,male,none,3,savings_insurance,34,none,rent,1,skilled,2,yes,yes,No Risk,0.68|0.32,bd3ca02c-4abc-4a8d-94cd-8187f0f155a7,04/11/20 7:38
no_checking,36,prior_payments_delayed,car_new,1248,500_to_1000,1_to_4,4,male,co-applicant,3,savings_insurance,38,none,own,3,skilled,1,none,yes,No Risk,0.54|0.46,ec0045d2-76b7-456c-9034-69fccce49c4b,04/11/20 7:38
no_checking,4,prior_payments_delayed,car_new_random,1035,less_100,1_to_4_random,1,male,none,3,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk,0.81|0.19,a8056181-2f7b-437c-90a5-e40be924e28e,04/11/20 7:38
greater_200,24,credits_paid_to_date,radio_tv,10546,500_to_1000,4_to_7,2,male,co-applicant,3,unknown,34,none,free,1,skilled,1,none,yes,No Risk,0.61|0.39,4ef1d076-9af0-44c4-92ec-33b3ef2d62b1,04/11/20 7:38
no_checking,31,prior_payments_delayed,furniture,7026,500_to_1000,greater_7,5,female,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,0.54|0.46,6641723d-9a0c-4aa7-801e-06618a25bb21,04/11/20 7:38
less_0,15,outstanding_credit,furniture,5147,100_to_500,4_to_7,3,male,none,2,unknown,43,none,free,1,management_self-employed,1,none,yes,No Risk,0.7|0.3,f7f55a0a-6240-4e7b-a3d6-4e892c7ae208,04/11/20 7:38
less_0,25,outstanding_credit,radio_tv,10714,100_to_500,unemployed,4,male,none,1,real_estate,42,none,rent,1,unskilled,1,none,yes,No Risk,0.7|0.3,dd03b9d2-cb20-4774-b3b7-c185ccc10407,04/11/20 7:38
no_checking,18,prior_payments_delayed,car_used,12318,unknown,less_1,1,male,none,3,car_other,41,none,own,1,skilled,1,yes,yes,No Risk,0.67|0.33,a5d686af-fcca-428b-960f-247101417e70,04/11/20 7:38
less_0,12,credits_paid_to_date,appliances,-826,less_100,1_to_4,4,female,none,2,real_estate,33,none,own,1,skilled,1,none,yes,No Risk,0.96|0.04,422dc54c-c234-4670-9546-60e95e634ca5,04/11/20 7:38
less_0,16,prior_payments_delayed,appliances,7244,less_100,less_1,4,male,none,2,car_other,28,stores,own,1,skilled,1,none,yes,No Risk,0.83|0.17,7c41c572-9a0c-44d9-8345-a61d63007044,04/11/20 7:38
no_checking_random,18,credits_paid_to_date,car_new,3196,100_to_500,greater_7,5,female,none,4,real_estate,26,none,own,1,management_self-employed,1,yes,yes,No Risk,0.64|0.36,b429a7ea-ed41-4800-bf34-0bac294ec1ec,04/11/20 7:38
less_0,8,all_credits_paid_back,car_new,5800,100_to_500,1_to_4,3,male,co-applicant,3,savings_insurance,44,none,own,1,unskilled,1,none,yes,No Risk,0.79|0.21,924ef430-618e-4bcd-b524-bcd647f01f57,04/11/20 7:38
0_to_200,33,no_credits,radio_tv,2050,less_100,1_to_4,2,female,co-applicant,2,real_estate,45,none,free,1,management_self-employed,1,none,yes,No Risk,0.65|0.35,abd3cf7a-fe53-45ef-9cf5-9c1390d05b8b,04/11/20 7:38
no_checking,39,all_credits_paid_back,radio_tv,9802,500_to_1000,unemployed,6,male,co-applicant,2,real_estate,42,none,rent,2,skilled,1,yes,yes,Risk,0.46|0.54,f7b1c5b5-1b80-4cba-88ec-000d232fe6f1,04/11/20 7:38
0_to_200,12,all_credits_paid_back,car_used,12563,greater_1000,1_to_4,4,female,none,4,savings_insurance,54,stores,own,2,unskilled,1,yes,yes,No Risk,0.55|0.45,b3a3a51a-4f2b-4660-bc95-e5d5ae58d408,04/11/20 7:38
no_checking,33,credits_paid_to_date,repairs,10871,less_100,1_to_4,5,male,none,3,car_other,40,none,own,2,skilled,2,yes,yes,No Risk,0.62|0.38,fc405276-7a21-4373-a71f-c27cbc10b3ac,04/11/20 7:38
less_0,17,prior_payments_delayed,furniture,8722,unknown,4_to_7,2,male,none,4,savings_insurance,19,none_random,own,2,unemployed,1,none,yes,No Risk,0.71|0.29,e555f6c8-0ac0-471d-9739-699eea95dff3,04/11/20 7:38
no_checking,17,outstanding_credit,other,5778,less_100,unemployed,4,male,none,2,savings_insurance,41,none,own,2,skilled,1,none,yes,No Risk,0.67|0.33,f038a2c0-90a4-4f48-9eb4-bc49e5a535d1,04/11/20 7:38
greater_200,45,all_credits_paid_back,repairs,7513,100_to_500,greater_7,3,male,none,3,car_other,41,none,own,1,skilled,2,none,yes,No Risk,0.66|0.34,bda574be-c084-4f20-99bc-4a19d4fddd17,04/11/20 7:38
no_checking,21,outstanding_credit,furniture,7459,greater_1000,less_1,5,female,none,4,savings_insurance,47,stores,own,1,management_self-employed,1,yes,yes,No Risk,0.56|0.44,73c044ef-7bfa-41eb-9f79-59b73c76ae18,04/11/20 7:38
less_0,10,prior_payments_delayed,car_new,2782,less_100,less_1,3,male,none,2,savings_insurance,27,none,own,2,skilled,2,none,yes,No Risk,0.73|0.27,ffc28f4e-caaf-4bec-9b13-45a0226547c8,04/11/20 7:38
no_checking,8,prior_payments_delayed,repairs,5946,500_to_1000,less_1,4,male,none,4,savings_insurance,40,none_random,rent,2,skilled,1,yes,yes,No Risk,0.66|0.34,039c0ce3-374c-4b78-821b-30ff31dc65af,04/11/20 7:38
no_checking,27,outstanding_credit,furniture,3104,100_to_500,1_to_4,5,male,none,2,real_estate,29,none,own,2,skilled,1,none,yes,No Risk,0.82|0.18,eb2c38b9-5c66-4f89-9fc6-bf5ab7dc4803,04/11/20 7:38
no_checking,53,credits_paid_to_date,car_new,2345,100_to_500,1_to_4,5,male,none,3,real_estate,41,bank,own,1,skilled,1,none,yes,No Risk,0.83|0.17,303af259-9050-49a0-9909-9256ab59feab,04/11/20 7:38
0_to_200,17,outstanding_credit,business,1914,greater_1000,1_to_4,4,female,none,1,real_estate,19,bank,own,1,unemployed,1,none_random,yes,No Risk,0.83|0.17,fb127397-7abc-4594-9fd2-a0164dcc9528,04/11/20 7:38
no_checking,4,prior_payments_delayed,furniture,10828,100_to_500,1_to_4,4,female,none,3,car_other,31,none,rent,1,skilled,2,none,yes,No Risk,0.67|0.33,c1eab4f9-2d76-455a-9934-7da2cf3bb2e8,04/11/20 7:38
less_0,27,credits_paid_to_date,appliances,7790,500_to_1000,4_to_7,3,male,none,4,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk,0.68|0.32,7fd603e5-5a7b-4e9d-86f6-bb3b74329d52,04/11/20 7:38
no_checking,8,credits_paid_to_date,retraining,7670,100_to_500,unemployed,2,male,none,5,real_estate,35,none,own,2,skilled,1,none_random,yes,No Risk,0.74|0.26,3ac6212f-6d8c-4c11-87fb-959d75f3e3db,04/11/20 7:38
less_0,35,credits_paid_to_date,car_used,1334,less_100,less_1,2,female,none,4,savings_insurance,43,bank,rent,2,management_self-employed,1,none,yes,No Risk,0.66|0.34,5fc114b8-3916-41e8-9596-d761de124129,04/11/20 7:38
